ID_DAY,ID_HOLIDAY_TYP,DS_HOLIDAY_TYP
2011-06-13,6,Lundi de Pentec�te
2017-07-14,9,F�te nationale
2010-10-03,14,Jour unit� nationale Allemagne
2013-05-06,60,Vacances scolaires zone C
2012-01-01,1,Nouvel An
2019-08-15,51,Vacances scolaires
2019-08-23,51,Vacances scolaires
2017-08-05,51,Vacances scolaires
2019-04-20,58,Vacances scolaires zone A
2014-03-11,55,Vacances scolaires zone A
2009-12-06,23,F�te constitution Espagne
2017-04-12,60,Vacances scolaires zone C
2011-03-03,56,Vacances scolaires zone B
2015-11-11,12,Armistice 1918
2013-04-28,59,Vacances scolaires zone B
2011-04-16,59,Vacances scolaires zone B
2015-02-25,57,Vacances scolaires zone C
2011-10-27,52,Vacances scolaires
2018-12-25,13,No�l
2010-07-14,51,Vacances scolaires
2014-08-05,51,Vacances scolaires
2012-02-17,55,Vacances scolaires zone A
2009-04-14,58,Vacances scolaires zone A
2017-02-19,56,Vacances scolaires zone B
2017-04-20,59,Vacances scolaires zone B
2012-02-26,55,Vacances scolaires zone A
2016-07-15,51,Vacances scolaires
2018-08-15,51,Vacances scolaires
2019-08-27,51,Vacances scolaires
2015-08-04,51,Vacances scolaires
2019-04-19,58,Vacances scolaires zone A
2015-07-21,17,F�te nationale Belgique
2011-05-01,58,Vacances scolaires zone A
2009-04-19,60,Vacances scolaires zone C
2009-08-01,51,Vacances scolaires
2019-04-22,60,Vacances scolaires zone C
2009-02-15,55,Vacances scolaires zone A
2015-10-18,52,Vacances scolaires
2016-11-01,52,Vacances scolaires
2009-08-24,51,Vacances scolaires
2010-07-28,51,Vacances scolaires
2016-10-20,52,Vacances scolaires
2012-02-23,57,Vacances scolaires zone C
2018-12-24,53,Vacances scolaires
2017-10-12,22,F�te nationale Espagne
2012-04-22,58,Vacances scolaires zone A
2009-11-03,52,Vacances scolaires
2014-04-27,59,Vacances scolaires zone B
2017-04-19,58,Vacances scolaires zone A
2017-02-16,57,Vacances scolaires zone C
2018-02-27,56,Vacances scolaires zone B
2019-04-14,59,Vacances scolaires zone B
2010-02-15,56,Vacances scolaires zone B
2019-02-16,56,Vacances scolaires zone B
2012-07-12,51,Vacances scolaires
2013-02-23,56,Vacances scolaires zone B
2011-08-04,51,Vacances scolaires
2009-04-26,59,Vacances scolaires zone B
2019-04-21,60,Vacances scolaires zone C
2013-01-06,25,Epiphanie Espagne
2018-05-27,8,F�te des m�res
2014-03-08,55,Vacances scolaires zone A
2015-04-24,60,Vacances scolaires zone C
2016-12-26,53,Vacances scolaires
2019-10-03,14,Jour unit� nationale Allemagne
2014-08-06,51,Vacances scolaires
2018-05-21,6,Lundi de Pentec�te
2017-04-05,60,Vacances scolaires zone C
2017-04-25,58,Vacances scolaires zone A
2012-12-08,21,Immac Concep
2014-08-11,51,Vacances scolaires
2012-07-27,51,Vacances scolaires
2010-01-03,53,Vacances scolaires
2015-07-15,51,Vacances scolaires
2019-03-04,24,Rosenmontag
2012-04-27,60,Vacances scolaires zone C
2010-08-20,51,Vacances scolaires
2012-07-29,51,Vacances scolaires
2009-04-09,58,Vacances scolaires zone A
2013-02-11,24,Rosenmontag
2018-02-24,57,Vacances scolaires zone C
2012-11-01,52,Vacances scolaires
2015-05-03,59,Vacances scolaires zone B
2012-04-26,59,Vacances scolaires zone B
2017-02-04,57,Vacances scolaires zone C
2010-02-20,56,Vacances scolaires zone B
2013-02-17,56,Vacances scolaires zone B
2011-08-08,51,Vacances scolaires
2018-04-01,2,P�ques
2014-03-01,56,Vacances scolaires zone B
2009-04-21,60,Vacances scolaires zone C
2010-12-19,53,Vacances scolaires
2014-08-22,51,Vacances scolaires
2019-04-15,58,Vacances scolaires zone A
2018-07-07,51,Vacances scolaires
2015-06-23,18,F�te nationale Luxembourg
2016-08-17,51,Vacances scolaires
2014-04-19,60,Vacances scolaires zone C
2014-05-01,59,Vacances scolaires zone B
2019-07-29,51,Vacances scolaires
2009-07-20,51,Vacances scolaires
2017-12-08,21,Immac Concep
2012-04-20,60,Vacances scolaires zone C
2015-07-26,51,Vacances scolaires
2010-04-16,58,Vacances scolaires zone A
2013-03-16,57,Vacances scolaires zone C
2016-04-11,59,Vacances scolaires zone B
2016-04-24,58,Vacances scolaires zone A
2016-02-12,56,Vacances scolaires zone B
2019-04-13,59,Vacances scolaires zone B
2017-04-10,60,Vacances scolaires zone C
2014-03-07,55,Vacances scolaires zone A
2018-02-18,55,Vacances scolaires zone A
2018-08-14,51,Vacances scolaires
2010-04-23,58,Vacances scolaires zone A
2018-08-16,51,Vacances scolaires
2015-03-03,56,Vacances scolaires zone B
2010-04-25,58,Vacances scolaires zone A
2015-05-01,60,Vacances scolaires zone C
2011-01-01,1,Nouvel An
2017-07-30,51,Vacances scolaires
2013-03-03,56,Vacances scolaires zone B
2010-07-21,17,F�te nationale Belgique
2011-09-04,51,Vacances scolaires
2019-02-28,57,Vacances scolaires zone C
2014-08-19,51,Vacances scolaires
2016-02-29,57,Vacances scolaires zone C
2016-04-20,58,Vacances scolaires zone A
2017-08-16,51,Vacances scolaires
2015-07-09,51,Vacances scolaires
2018-03-09,56,Vacances scolaires zone B
2014-08-30,51,Vacances scolaires
2009-02-28,57,Vacances scolaires zone C
2012-04-07,58,Vacances scolaires zone A
2009-02-14,57,Vacances scolaires zone C
2012-08-26,51,Vacances scolaires
2019-01-01,53,Vacances scolaires
2014-08-24,51,Vacances scolaires
2016-08-12,51,Vacances scolaires
2018-04-22,58,Vacances scolaires zone A
2017-02-11,56,Vacances scolaires zone B
2011-08-10,51,Vacances scolaires
2017-07-13,51,Vacances scolaires
2016-07-23,51,Vacances scolaires
2016-05-05,3,Ascension
2019-01-03,53,Vacances scolaires
2011-02-19,57,Vacances scolaires zone C
2014-03-02,57,Vacances scolaires zone C
2014-12-22,53,Vacances scolaires
2016-08-15,10,Assomption
2019-04-09,15,vendredi saint
2019-07-14,51,Vacances scolaires
2010-12-20,53,Vacances scolaires
2012-02-20,57,Vacances scolaires zone C
2018-02-26,57,Vacances scolaires zone C
2019-07-06,51,Vacances scolaires
2015-04-29,60,Vacances scolaires zone C
2009-07-21,17,F�te nationale Belgique
2017-07-12,51,Vacances scolaires
2018-08-13,51,Vacances scolaires
2014-02-28,57,Vacances scolaires zone C
2015-02-22,55,Vacances scolaires zone A
2011-08-17,51,Vacances scolaires
2011-10-31,52,Vacances scolaires
2011-06-19,7,F�te des p�res
2009-04-23,60,Vacances scolaires zone C
2009-04-12,58,Vacances scolaires zone A
2019-07-21,17,F�te nationale Belgique
2013-02-25,55,Vacances scolaires zone A
2009-11-01,52,Vacances scolaires
2011-02-16,57,Vacances scolaires zone C
2011-02-27,56,Vacances scolaires zone B
2016-12-17,53,Vacances scolaires
2012-03-09,56,Vacances scolaires zone B
2016-03-03,57,Vacances scolaires zone C
2015-08-07,51,Vacances scolaires
2018-08-01,19,F�te nationale Suisse
2012-12-29,53,Vacances scolaires
2019-04-20,59,Vacances scolaires zone B
2013-08-12,51,Vacances scolaires
2010-04-18,58,Vacances scolaires zone A
2011-03-03,55,Vacances scolaires zone A
2009-08-16,51,Vacances scolaires
2011-04-16,60,Vacances scolaires zone C
2018-01-05,53,Vacances scolaires
2012-04-06,15,vendredi saint
2010-07-14,9,F�te nationale
2016-12-31,53,Vacances scolaires
2009-04-14,60,Vacances scolaires zone C
2017-02-19,57,Vacances scolaires zone C
2011-04-24,59,Vacances scolaires zone B
2018-07-16,51,Vacances scolaires
2018-08-15,10,Assomption
2011-03-07,55,Vacances scolaires zone A
2012-07-26,51,Vacances scolaires
2019-04-19,59,Vacances scolaires zone B
2015-07-21,51,Vacances scolaires
2011-05-01,4,F�te du travail
2009-04-19,58,Vacances scolaires zone A
2015-02-21,57,Vacances scolaires zone C
2015-04-05,2,P�ques
2009-02-15,57,Vacances scolaires zone C
2015-04-21,58,Vacances scolaires zone A
2019-07-18,51,Vacances scolaires
2013-08-11,51,Vacances scolaires
2012-02-23,55,Vacances scolaires zone A
2019-04-30,60,Vacances scolaires zone C
2009-07-07,51,Vacances scolaires
2014-04-27,60,Vacances scolaires zone C
2014-07-30,51,Vacances scolaires
2017-02-16,56,Vacances scolaires zone B
2019-02-17,55,Vacances scolaires zone A
2010-02-15,24,Rosenmontag
2017-07-26,51,Vacances scolaires
2015-03-06,56,Vacances scolaires zone B
2009-04-26,60,Vacances scolaires zone C
2017-05-25,3,Ascension
2013-01-06,53,Vacances scolaires
2016-06-23,18,F�te nationale Luxembourg
2014-03-08,56,Vacances scolaires zone B
2018-02-15,55,Vacances scolaires zone A
2016-12-26,16,26DEC
2016-08-14,51,Vacances scolaires
2015-02-15,55,Vacances scolaires zone A
2019-07-26,51,Vacances scolaires
2013-08-24,51,Vacances scolaires
2014-05-07,58,Vacances scolaires zone A
2010-02-08,56,Vacances scolaires zone B
2015-05-10,59,Vacances scolaires zone B
2019-03-04,57,Vacances scolaires zone C
2012-04-27,59,Vacances scolaires zone B
2016-08-09,51,Vacances scolaires
2013-07-25,51,Vacances scolaires
2018-03-04,56,Vacances scolaires zone B
2010-02-25,57,Vacances scolaires zone C
2018-02-24,56,Vacances scolaires zone B
2018-04-24,60,Vacances scolaires zone C
2015-05-03,60,Vacances scolaires zone C
2012-03-03,56,Vacances scolaires zone B
2010-02-20,57,Vacances scolaires zone C
2018-08-18,51,Vacances scolaires
2016-10-29,52,Vacances scolaires
2012-12-23,53,Vacances scolaires
2015-04-03,15,vendredi saint
2019-05-01,4,F�te du travail
2015-12-29,53,Vacances scolaires
2014-12-27,53,Vacances scolaires
2019-04-15,59,Vacances scolaires zone B
2013-02-19,56,Vacances scolaires zone B
2009-10-26,52,Vacances scolaires
2016-04-08,59,Vacances scolaires zone B
2012-04-20,58,Vacances scolaires zone A
2010-04-16,59,Vacances scolaires zone B
2010-02-16,55,Vacances scolaires zone A
2018-02-25,57,Vacances scolaires zone C
2012-04-24,59,Vacances scolaires zone B
2017-04-26,58,Vacances scolaires zone A
2017-04-10,59,Vacances scolaires zone B
2009-12-23,53,Vacances scolaires
2017-08-22,51,Vacances scolaires
2010-07-12,51,Vacances scolaires
2010-04-23,60,Vacances scolaires zone C
2016-02-08,24,Rosenmontag
2011-08-13,51,Vacances scolaires
2011-02-12,57,Vacances scolaires zone C
2009-02-20,55,Vacances scolaires zone A
2017-02-25,56,Vacances scolaires zone B
2011-02-15,57,Vacances scolaires zone C
2010-08-16,51,Vacances scolaires
2015-07-07,51,Vacances scolaires
2016-04-20,60,Vacances scolaires zone C
2016-07-11,51,Vacances scolaires
2012-08-20,51,Vacances scolaires
2012-12-26,53,Vacances scolaires
2010-05-13,3,Ascension
2009-04-18,58,Vacances scolaires zone A
2015-05-06,59,Vacances scolaires zone B
2014-05-11,58,Vacances scolaires zone A
2012-08-03,51,Vacances scolaires
2015-07-04,51,Vacances scolaires
2012-02-12,55,Vacances scolaires zone A
2011-04-18,59,Vacances scolaires zone B
2013-07-28,51,Vacances scolaires
2017-04-11,60,Vacances scolaires zone C
2018-08-12,51,Vacances scolaires
2009-10-12,22,F�te nationale Espagne
2019-04-09,59,Vacances scolaires zone B
2009-02-23,57,Vacances scolaires zone C
2012-05-17,3,Ascension
2018-02-26,56,Vacances scolaires zone B
2015-04-29,59,Vacances scolaires zone B
2009-07-21,51,Vacances scolaires
2016-03-01,57,Vacances scolaires zone C
2018-11-04,20,Anniv vic1erG Italie
2016-12-23,53,Vacances scolaires
2014-12-29,53,Vacances scolaires
2011-08-28,51,Vacances scolaires
2014-10-31,52,Vacances scolaires
2018-04-07,58,Vacances scolaires zone A
2014-07-27,51,Vacances scolaires
2015-08-21,51,Vacances scolaires
2019-07-21,51,Vacances scolaires
2011-11-01,52,Vacances scolaires
2014-08-28,51,Vacances scolaires
2016-08-06,51,Vacances scolaires
2011-02-27,57,Vacances scolaires zone C
2009-12-20,53,Vacances scolaires
2019-04-17,58,Vacances scolaires zone A
2018-03-07,56,Vacances scolaires zone B
2016-08-31,51,Vacances scolaires
2018-08-01,51,Vacances scolaires
2016-04-28,60,Vacances scolaires zone C
2019-04-20,60,Vacances scolaires zone C
2011-04-19,59,Vacances scolaires zone B
2010-04-18,60,Vacances scolaires zone C
2009-08-19,51,Vacances scolaires
2016-12-30,53,Vacances scolaires
2015-07-30,51,Vacances scolaires
2015-12-27,53,Vacances scolaires
2010-07-16,51,Vacances scolaires
2011-04-24,58,Vacances scolaires zone A
2015-05-07,59,Vacances scolaires zone B
2011-03-07,24,Rosenmontag
2013-08-30,51,Vacances scolaires
2014-04-21,60,Vacances scolaires zone C
2011-05-01,59,Vacances scolaires zone B
2010-08-15,10,Assomption
2015-02-21,55,Vacances scolaires zone A
2016-03-06,57,Vacances scolaires zone C
2014-07-08,51,Vacances scolaires
2015-04-21,60,Vacances scolaires zone C
2009-01-03,53,Vacances scolaires
2016-01-02,53,Vacances scolaires
2019-02-20,55,Vacances scolaires zone A
2009-08-20,51,Vacances scolaires
2014-02-24,57,Vacances scolaires zone C
2011-10-30,52,Vacances scolaires
2019-02-17,56,Vacances scolaires zone B
2016-02-24,55,Vacances scolaires zone A
2012-04-10,58,Vacances scolaires zone A
2014-02-27,57,Vacances scolaires zone C
2010-02-28,57,Vacances scolaires zone C
2010-02-14,55,Vacances scolaires zone A
2018-10-30,52,Vacances scolaires
2014-05-25,8,F�te des m�res
2017-04-07,60,Vacances scolaires zone C
2015-02-15,57,Vacances scolaires zone C
2015-11-01,11,Toussaint
2014-07-25,51,Vacances scolaires
2015-04-06,26,Lundi de P�ques
2018-07-30,51,Vacances scolaires
2010-08-02,51,Vacances scolaires
2016-04-05,59,Vacances scolaires zone B
2018-03-04,57,Vacances scolaires zone C
2010-02-25,55,Vacances scolaires zone A
2016-07-14,51,Vacances scolaires
2018-04-24,59,Vacances scolaires zone B
2012-03-03,57,Vacances scolaires zone C
2015-01-04,53,Vacances scolaires
2019-05-01,60,Vacances scolaires zone C
2009-02-09,55,Vacances scolaires zone A
2013-12-08,21,Immac Concep
2010-08-25,51,Vacances scolaires
2015-04-26,59,Vacances scolaires zone B
2010-02-16,56,Vacances scolaires zone B
2018-02-25,56,Vacances scolaires zone B
2012-04-24,60,Vacances scolaires zone C
2019-08-01,19,F�te nationale Suisse
2012-05-01,4,F�te du travail
2015-08-01,19,F�te nationale Suisse
2016-02-08,56,Vacances scolaires zone B
2013-09-02,51,Vacances scolaires
2009-02-20,57,Vacances scolaires zone C
2017-02-25,55,Vacances scolaires zone A
2010-02-22,55,Vacances scolaires zone A
2013-03-08,57,Vacances scolaires zone C
2012-12-26,16,26DEC
2009-04-18,59,Vacances scolaires zone B
2010-02-11,56,Vacances scolaires zone B
2018-07-10,51,Vacances scolaires
2012-11-06,52,Vacances scolaires
2011-04-18,60,Vacances scolaires zone C
2017-04-11,59,Vacances scolaires zone B
2019-02-14,56,Vacances scolaires zone B
2010-08-31,51,Vacances scolaires
2009-02-23,24,Rosenmontag
2015-05-04,59,Vacances scolaires zone B
2010-08-28,51,Vacances scolaires
2018-11-04,52,Vacances scolaires
2010-02-13,55,Vacances scolaires zone A
2015-08-10,51,Vacances scolaires
2013-08-29,51,Vacances scolaires
2013-04-20,58,Vacances scolaires zone A
2016-07-26,51,Vacances scolaires
2014-08-07,51,Vacances scolaires
2015-04-15,58,Vacances scolaires zone A
2015-08-29,51,Vacances scolaires
2011-11-01,11,Toussaint
2010-04-08,59,Vacances scolaires zone B
2019-04-17,59,Vacances scolaires zone B
2010-08-11,51,Vacances scolaires
2016-07-31,51,Vacances scolaires
2017-07-19,51,Vacances scolaires
2011-04-19,60,Vacances scolaires zone C
2010-04-18,59,Vacances scolaires zone B
2011-08-20,51,Vacances scolaires
2018-12-30,53,Vacances scolaires
2011-04-24,2,P�ques
2009-08-03,51,Vacances scolaires
2009-12-26,16,26DEC
2010-07-15,51,Vacances scolaires
2014-04-21,26,Lundi de P�ques
2010-08-15,51,Vacances scolaires
2015-02-21,56,Vacances scolaires zone B
2014-11-02,52,Vacances scolaires
2010-04-22,58,Vacances scolaires zone A
2016-02-25,55,Vacances scolaires zone A
2019-02-20,56,Vacances scolaires zone B
2015-02-20,55,Vacances scolaires zone A
2014-02-24,56,Vacances scolaires zone B
2012-08-09,51,Vacances scolaires
2016-02-24,57,Vacances scolaires zone C
2018-04-10,58,Vacances scolaires zone A
2014-02-27,56,Vacances scolaires zone B
2010-02-28,55,Vacances scolaires zone A
2010-02-14,56,Vacances scolaires zone B
2010-11-02,52,Vacances scolaires
2010-08-14,51,Vacances scolaires
2010-08-08,51,Vacances scolaires
2015-11-01,52,Vacances scolaires
2013-07-22,51,Vacances scolaires
2009-06-23,18,F�te nationale Luxembourg
2011-12-30,53,Vacances scolaires
2016-07-14,9,F�te nationale
2015-01-03,53,Vacances scolaires
2014-02-21,57,Vacances scolaires zone C
2017-04-14,59,Vacances scolaires zone B
2016-03-28,26,Lundi de P�ques
2012-02-14,55,Vacances scolaires zone A
2010-07-22,51,Vacances scolaires
2015-04-26,60,Vacances scolaires zone C
2017-03-04,55,Vacances scolaires zone A
2018-02-25,55,Vacances scolaires zone A
2012-10-30,52,Vacances scolaires
2019-08-01,51,Vacances scolaires
2012-05-01,59,Vacances scolaires zone B
2015-08-01,51,Vacances scolaires
2014-08-13,51,Vacances scolaires
2018-04-27,60,Vacances scolaires zone C
2010-02-22,57,Vacances scolaires zone C
2013-03-08,55,Vacances scolaires zone A
2009-04-18,60,Vacances scolaires zone C
2014-03-04,55,Vacances scolaires zone A
2014-07-05,51,Vacances scolaires
2013-11-11,12,Armistice 1918
2019-04-23,58,Vacances scolaires zone A
2009-02-23,56,Vacances scolaires zone B
2016-02-23,57,Vacances scolaires zone C
2015-04-12,58,Vacances scolaires zone A
2014-01-04,53,Vacances scolaires
2010-02-13,56,Vacances scolaires zone B
2013-04-20,59,Vacances scolaires zone B
2013-08-20,51,Vacances scolaires
2012-07-06,51,Vacances scolaires
2014-07-24,51,Vacances scolaires
2017-07-16,51,Vacances scolaires
2016-07-09,51,Vacances scolaires
2017-02-06,57,Vacances scolaires zone C
2018-03-05,56,Vacances scolaires zone B
2011-04-24,60,Vacances scolaires zone C
2009-12-26,53,Vacances scolaires
2013-03-09,57,Vacances scolaires zone C
2014-04-21,59,Vacances scolaires zone B
2017-04-17,58,Vacances scolaires zone A
2012-02-29,56,Vacances scolaires zone B
2013-04-22,58,Vacances scolaires zone A
2010-04-22,60,Vacances scolaires zone C
2016-02-25,57,Vacances scolaires zone C
2015-04-23,58,Vacances scolaires zone A
2015-02-20,57,Vacances scolaires zone C
2011-12-25,53,Vacances scolaires
2013-08-28,51,Vacances scolaires
2010-10-25,52,Vacances scolaires
2011-11-02,52,Vacances scolaires
2011-07-21,17,F�te nationale Belgique
2011-08-24,51,Vacances scolaires
2009-08-17,51,Vacances scolaires
2017-04-14,15,vendredi saint
2015-04-26,58,Vacances scolaires zone A
2018-02-25,55,Vacances scolaires zone A
2017-02-28,55,Vacances scolaires zone A
2011-04-27,58,Vacances scolaires zone A
2014-10-25,52,Vacances scolaires
2010-07-19,51,Vacances scolaires
2018-04-27,59,Vacances scolaires zone B
2018-10-21,52,Vacances scolaires
2010-07-23,51,Vacances scolaires
2014-03-04,56,Vacances scolaires zone B
2014-08-04,51,Vacances scolaires
2019-04-23,60,Vacances scolaires zone C
2016-02-23,55,Vacances scolaires zone A
2011-09-01,51,Vacances scolaires
2015-02-23,56,Vacances scolaires zone B
2016-03-05,57,Vacances scolaires zone C
2018-08-21,51,Vacances scolaires
2015-08-08,51,Vacances scolaires
2011-07-11,51,Vacances scolaires
2013-03-09,55,Vacances scolaires zone A
2017-04-17,26,Lundi de P�ques
2012-02-29,57,Vacances scolaires zone C
2013-04-22,59,Vacances scolaires zone B
2015-04-23,60,Vacances scolaires zone C
2011-12-25,13,No�l
2012-06-03,8,F�te des m�res
2011-07-21,51,Vacances scolaires
2013-12-25,53,Vacances scolaires
2017-04-14,60,Vacances scolaires zone C
2010-10-26,52,Vacances scolaires
2015-08-24,51,Vacances scolaires
2011-04-27,59,Vacances scolaires zone B
2012-08-15,51,Vacances scolaires
2013-04-19,59,Vacances scolaires zone B
2011-02-24,56,Vacances scolaires zone B
2011-08-18,51,Vacances scolaires
2014-04-22,59,Vacances scolaires zone B
2018-01-06,25,Epiphanie Espagne
2016-02-28,57,Vacances scolaires zone C
2018-02-21,55,Vacances scolaires zone A
2015-02-23,57,Vacances scolaires zone C
2015-08-09,51,Vacances scolaires
2017-06-05,6,Lundi de Pentec�te
2010-04-02,15,vendredi saint
2012-02-24,55,Vacances scolaires zone A
2017-04-17,59,Vacances scolaires zone B
2011-05-07,58,Vacances scolaires zone A
2010-11-11,12,Armistice 1918
2013-12-25,13,No�l
2010-04-17,58,Vacances scolaires zone A
2014-07-13,51,Vacances scolaires
2018-08-04,51,Vacances scolaires
2010-07-25,51,Vacances scolaires
2012-08-15,10,Assomption
2011-02-24,57,Vacances scolaires zone C
2014-04-22,60,Vacances scolaires zone C
2018-01-06,53,Vacances scolaires
2016-02-28,55,Vacances scolaires zone A
2018-02-21,57,Vacances scolaires zone C
2013-12-23,53,Vacances scolaires
2013-05-02,60,Vacances scolaires zone C
2012-02-24,57,Vacances scolaires zone C
2018-05-04,59,Vacances scolaires zone B
2010-04-17,59,Vacances scolaires zone B
2019-08-06,51,Vacances scolaires
2011-04-15,60,Vacances scolaires zone C
2016-02-22,55,Vacances scolaires zone A
2009-07-09,51,Vacances scolaires
2009-04-17,58,Vacances scolaires zone A
2013-08-22,51,Vacances scolaires
2013-05-02,58,Vacances scolaires zone A
2011-07-24,51,Vacances scolaires
2016-07-17,51,Vacances scolaires
2010-04-17,60,Vacances scolaires zone C
2016-02-22,57,Vacances scolaires zone C
2018-04-21,58,Vacances scolaires zone A
2009-04-17,60,Vacances scolaires zone C
2017-07-10,51,Vacances scolaires
2019-07-15,51,Vacances scolaires
2018-04-21,60,Vacances scolaires zone C
2009-05-03,59,Vacances scolaires zone B
2018-04-21,59,Vacances scolaires zone B
2018-04-15,60,Vacances scolaires zone C
2018-02-12,24,Rosenmontag
2018-04-15,58,Vacances scolaires zone A
2018-02-12,55,Vacances scolaires zone A
2011-10-24,52,Vacances scolaires
